GRID_CODE	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW
53094	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703	177.8112793	246.9457703
53095	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977	176.1685028	249.8388977
53096	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331	178.102066	249.6564331
54069	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745	186.1931458	240.5907745
54070	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753	180.1884766	241.1046753
54071	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135	177.9933167	241.6532135
54072	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888	175.8704376	241.4341888
54073	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852	175.3704987	240.5241852
54074	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206	175.0108337	240.5180206
54075	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517	176.6920929	240.170517
54076	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371	183.2362823	239.533371
54077	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649	187.1118164	240.4277649
54078	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427	184.4962006	243.1487427
54079	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765	183.7179108	243.8983765
54080	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669	179.4337921	240.7754669
54081	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279	174.8609467	242.7186279
54082	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245	174.4759827	245
54083	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029	177.40448	246.1517029
54084	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329	178.8612671	248.1387329
