GRID_CODE	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW	JHAR	JSOW
58088	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252	187	236.6583252
58089	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564	186.6824036	237.8653564
58090	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238	185.9911346	238
58091	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238	185.2462006	238
58092	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238	184.7094879	238
58093	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238	184.7202301	238
58094	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365	183.9385986	239.3267365
58095	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236	183.4015198	240.0223236
58096	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541	185	241.1529541
58097	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552	185.7022858	241.59552
58098	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618	185.1552429	240.6902618
59067	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245	183.5850525	245
59068	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245	183.0337524	245
59069	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245	183.4556122	245
59070	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245	184.5479126	245
59071	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245	184.1019287	245
59072	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245
59073	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245
59074	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245
59075	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245	183	245
59076	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245	183.1726227	245
59077	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245	183.4360657	245
59078	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105	186.5312195	241.0920105
59079	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785	191.4588013	236.8654785
59080	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816	192.9713745	238.1542816
